t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.017,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,10.6,42.9,214
0.042,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,21.1,40.7,214
0.067,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.092,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.117,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.142,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.168,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.192,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.218,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.243,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.268,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.293,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.318,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.343,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.368,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.393,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.418,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.443,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.468,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.493,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.519,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.544,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.569,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.594,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.619,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.644,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.669,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.694,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.719,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.744,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.769,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.798,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.823,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.848,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.873,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.898,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.923,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.948,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.973,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
0.998,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.023,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.048,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.073,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.098,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.124,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.149,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.174,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.199,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.224,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.249,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.275,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
1.3,SIGUE_MURO,0,0,0,2.85,0.0,9.29,,,1480.1,,722.2,22.3,40.5,214
