t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.006,SIGUE_MURO,0,0,0,-2.75,0.0,-5.97,,,2200.0,,1067.0,-10.5,42.9,100
0.032,SIGUE_MURO,0,0,0,-2.75,0.0,-5.97,,,2200.0,,1067.0,-14.3,42.1,100
0.06,SIGUE_MURO,0,0,0,-2.75,0.0,-5.75,,,2200.0,,1066.8,-13.8,42.2,99
0.085,SIGUE_MURO,0,0,0,-2.75,0.0,-5.63,,,2200.0,,1066.8,-13.5,42.3,99
0.109,SIGUE_MURO,0,0,0,-2.75,0.0,-5.56,,,2200.0,,1066.8,-13.3,42.3,99
0.133,SIGUE_MURO,0,0,0,-2.75,0.0,-5.52,,,2200.0,,1066.8,-13.3,42.3,99
0.158,SIGUE_MURO,0,0,0,-2.75,0.0,-5.5,,,2200.0,,1066.8,-13.2,42.3,99
0.183,SIGUE_MURO,0,0,0,-2.75,0.0,-5.49,,,2200.0,,1066.8,-13.2,42.3,99
0.208,SIGUE_MURO,0,0,0,-2.75,0.0,-5.49,,,2200.0,,1066.8,-13.2,42.3,99
0.233,SIGUE_MURO,0,0,0,-2.75,0.0,-5.48,,,2200.0,,1066.8,-13.2,42.3,99
0.258,SIGUE_MURO,0,0,0,-2.75,0.0,-5.53,,,2200.0,,1077.8,-13.3,42.3,101
0.285,SIGUE_MURO,0,0,0,-2.75,0.0,-5.56,,,2200.0,,1077.8,-13.3,42.3,101
0.309,SIGUE_MURO,0,0,0,-2.75,0.0,-5.57,,,2200.0,,1077.8,-13.4,42.3,101
0.335,SIGUE_MURO,0,0,0,-2.75,0.0,-5.58,,,2200.0,,1077.8,-13.4,42.3,101
0.359,SIGUE_MURO,0,0,0,-2.75,0.0,-5.58,,,2200.0,,1077.8,-13.4,42.3,101
0.384,SIGUE_MURO,0,0,0,-2.75,0.0,-5.58,,,2200.0,,1077.8,-13.4,42.3,101
0.409,SIGUE_MURO,0,0,0,-2.75,0.0,-5.59,,,2200.0,,1077.8,-13.4,42.3,101
0.434,SIGUE_MURO,0,0,0,-2.75,0.0,-5.59,,,2200.0,,1077.8,-13.4,42.3,101
0.459,SIGUE_MURO,0,0,0,-2.75,0.0,-6.29,,,2200.0,,1050.9,-15.1,41.9,100
0.484,SIGUE_MURO,0,0,0,-2.75,0.0,-6.68,,,2200.0,,1050.9,-16.0,41.8,100
0.51,SIGUE_MURO,0,0,0,-2.75,0.0,-6.89,,,2200.0,,1050.9,-16.5,41.6,100
0.534,SIGUE_MURO,0,0,0,-2.75,0.0,-7.01,,,2200.0,,1050.9,-16.8,41.6,100
0.56,SIGUE_MURO,0,0,0,-2.75,0.0,-7.08,,,2200.0,,1050.9,-17.0,41.6,100
0.585,SIGUE_MURO,0,0,0,-2.75,0.0,-7.11,,,2200.0,,1050.9,-17.1,41.5,100
0.609,SIGUE_MURO,0,0,0,-2.75,0.0,-7.13,,,2200.0,,1050.9,-17.1,41.5,100
0.634,SIGUE_MURO,0,0,0,-2.75,0.0,-7.14,,,2200.0,,1050.9,-17.1,41.5,100
0.659,SIGUE_MURO,0,0,0,-2.75,0.0,-6.61,,,2200.0,,1072.9,-15.9,41.8,100
0.684,SIGUE_MURO,0,0,0,-2.75,0.0,-6.32,,,2200.0,,1072.9,-15.2,41.9,100
0.711,SIGUE_MURO,0,0,0,-2.75,0.0,-6.16,,,2200.0,,1072.9,-14.8,42.0,100
0.734,SIGUE_MURO,0,0,0,-2.75,0.0,-6.08,,,2200.0,,1072.9,-14.6,42.0,100
0.76,SIGUE_MURO,0,0,0,-2.75,0.0,-6.03,,,2200.0,,1072.9,-14.5,42.1,100
0.786,SIGUE_MURO,0,0,0,-2.75,0.0,-6.0,,,2200.0,,1072.9,-14.4,42.1,100
0.81,SIGUE_MURO,0,0,0,-2.75,0.0,-5.99,,,2200.0,,1072.9,-14.4,42.1,100
0.835,SIGUE_MURO,0,0,0,-2.75,0.0,-5.98,,,2200.0,,1072.9,-14.3,42.1,100
0.86,SIGUE_MURO,0,0,0,-2.75,0.0,-5.55,,,2200.0,,1079.8,-13.3,42.3,101
0.885,SIGUE_MURO,0,0,0,-2.75,0.0,-5.31,,,2200.0,,1079.8,-12.7,42.4,101
0.91,SIGUE_MURO,0,0,0,-2.75,0.0,-5.18,,,2200.0,,1079.8,-12.4,42.5,101
0.936,SIGUE_MURO,0,0,0,-2.75,0.0,-5.1,,,2200.0,,1079.8,-12.3,42.5,101
0.96,SIGUE_MURO,0,0,0,-2.75,0.0,-5.06,,,2200.0,,1079.8,-12.2,42.5,101
0.988,SIGUE_MURO,0,0,0,-2.75,0.0,-5.04,,,2200.0,,1079.8,-12.1,42.5,101
1.011,SIGUE_MURO,0,0,0,-2.75,0.0,-5.03,,,2200.0,,1079.8,-12.1,42.6,101
1.036,SIGUE_MURO,0,0,0,-2.75,0.0,-5.02,,,2200.0,,1079.8,-12.1,42.6,101
1.061,SIGUE_MURO,0,0,0,-2.75,0.0,-4.85,,,2200.0,,1082.5,-11.6,42.6,100
1.086,SIGUE_MURO,0,0,0,-2.75,0.0,-4.76,,,2200.0,,1082.5,-11.4,42.7,100
1.111,SIGUE_MURO,0,0,0,-2.75,0.0,-4.71,,,2200.0,,1082.5,-11.3,42.7,100
1.136,SIGUE_MURO,0,0,0,-2.75,0.0,-4.68,,,2200.0,,1082.5,-11.2,42.7,100
1.162,SIGUE_MURO,0,0,0,-2.75,0.0,-4.66,,,2200.0,,1082.5,-11.2,42.7,100
1.186,SIGUE_MURO,0,0,0,-2.75,0.0,-4.65,,,2200.0,,1082.5,-11.2,42.7,100
1.211,SIGUE_MURO,0,0,0,-2.75,0.0,-4.65,,,2200.0,,1082.5,-11.2,42.7,100
