t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.013,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,10.5,42.9,0
0.035,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,21.1,40.7,0
0.06,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,31.6,38.6,0
0.085,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,42.1,36.5,0
0.11,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,52.6,34.3,0
0.135,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,63.2,32.2,0
0.161,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,73.7,30.1,0
0.186,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,84.2,27.9,0
0.213,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,94.7,25.8,0
0.236,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.261,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.286,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.311,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.336,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.361,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.386,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.413,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.436,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.461,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.486,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.512,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.537,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.562,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.587,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.614,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.637,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.662,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.687,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.712,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.737,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.762,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
0.787,SIGUE_MURO,0,0,0,-1599.69,0.0,159.69,,,9999.0,,,100.0,24.8,0
