t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.008,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,306.8,,,-10.5,30.7,62
0.033,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,304.8,,,-21.0,29.1,54
0.058,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.4,,,-31.6,27.7,54
0.084,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.4,,,-42.1,26.2,57
0.109,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.5,,,-52.6,24.7,57
0.134,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.1,,,-63.1,23.1,61
0.159,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,309.3,,,-73.7,22.0,60
0.183,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.8,,,-84.2,22.0,58
0.208,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.6,,,-94.7,22.0,58
0.235,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.5,,,-100.0,22.0,63
0.259,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,309.5,,,-100.0,22.0,56
0.285,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.0,,,-100.0,22.0,59
0.31,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.8,,,-100.0,22.0,59
0.334,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,312.3,,,-100.0,22.0,62
0.36,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,309.8,,,-100.0,22.0,62
0.385,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,305.8,,,-100.0,22.0,60
0.41,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,303.7,,,-100.0,22.0,60
0.435,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,305.7,,,-100.0,22.0,63
0.459,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.9,,,-100.0,22.0,60
0.484,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.7,,,-100.0,22.0,61
0.509,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.7,,,-100.0,22.0,61
0.534,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,312.2,,,-100.0,22.0,57
0.559,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,312.5,,,-100.0,22.0,58
0.584,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.6,,,-100.0,22.0,56
0.61,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,306.5,,,-100.0,22.0,56
0.635,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.0,,,-100.0,22.0,56
0.662,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,307.4,,,-100.0,22.0,67
0.685,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,307.8,,,-100.0,22.0,58
0.71,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.0,,,-100.0,22.0,58
0.735,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.2,,,-100.0,22.0,60
0.761,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.4,,,-100.0,22.0,58
0.786,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,309.3,,,-100.0,22.0,58
0.811,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,308.2,,,-100.0,22.0,58
0.835,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.3,,,-100.0,22.0,61
0.861,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,310.1,,,-100.0,22.0,63
0.885,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.3,,,-100.0,22.0,63
0.91,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,312.0,,,-100.0,22.0,63
0.936,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,315.2,,,-100.0,22.0,65
0.961,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,317.0,,,-100.0,22.0,63
0.986,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,315.1,,,-100.0,22.0,64
1.011,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,314.1,,,-100.0,22.0,64
1.037,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,312.2,,,-100.0,22.0,61
1.062,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,311.1,,,-100.0,22.0,61
1.087,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,314.7,,,-100.0,22.0,64
1.112,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,316.7,,,-100.0,22.0,64
1.136,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,320.8,,,-100.0,22.0,63
1.161,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,320.1,,,-100.0,22.0,60
1.187,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,320.4,,,-100.0,22.0,63
1.212,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,320.6,,,-100.0,22.0,63
1.237,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,317.1,,,-100.0,22.0,57
1.262,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,321.0,,,-100.0,22.0,63
1.287,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,323.2,,,-100.0,22.0,64
1.312,SIGUE_MURO,0,0,0,-255.62,0.0,-104.38,,,324.4,,,-100.0,22.0,64
1.337,RECUPERANDO,0,0,0,-255.62,0.0,-104.38,,,325.0,,,60.0,-38.0,62
1.362,RECUPERANDO,0,0,0,-255.62,0.0,-104.38,,,325.4,,,-60.0,-38.0,67
1.386,RECUPERANDO,0,0,0,-255.62,0.0,-104.38,,,328.7,,,60.0,-38.0,66
1.411,RECUPERANDO,0,0,0,-255.62,0.0,-104.38,,,330.5,,,-60.0,-38.0,66
