t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.009,SIGUE_MURO,0,0,0,4.96,0.0,-27.79,,,2200.0,,1369.3,-10.5,42.9,47
0.027,SIGUE_MURO,0,0,0,4.96,0.0,-27.79,,,2200.0,,1369.3,-21.1,40.7,47
0.059,SIGUE_MURO,0,0,0,4.96,0.0,-26.29,,,2200.0,,1403.3,-31.6,38.6,55
0.084,SIGUE_MURO,0,0,0,4.96,0.0,-26.28,,,2200.0,,1414.9,-42.1,36.5,50
0.102,SIGUE_MURO,0,0,0,4.96,0.0,-26.28,,,2200.0,,1414.9,-52.6,34.3,50
0.135,SIGUE_MURO,0,0,0,4.96,0.0,-23.4,,,2200.0,,1411.0,-56.1,33.6,53
0.162,SIGUE_MURO,0,0,0,4.96,0.0,-27.09,,,2200.0,,1344.8,-65.0,31.8,49
0.177,SIGUE_MURO,0,0,0,4.96,0.0,-29.12,,,2200.0,,1344.8,-69.9,30.8,49
0.21,SIGUE_MURO,0,0,0,4.96,0.0,-27.2,,,2200.0,,1454.7,-65.3,31.8,45
0.236,SIGUE_MURO,0,0,0,4.96,0.0,-23.8,,,2200.0,,1489.8,-57.1,33.4,53
0.253,SIGUE_MURO,0,0,0,4.96,0.0,-21.93,,,2200.0,,1489.8,-52.6,34.3,53
0.285,SIGUE_MURO,0,0,0,4.96,0.0,-24.36,,,2200.0,,1393.4,-58.5,33.2,57
0.309,SIGUE_MURO,0,0,0,4.96,0.0,-24.0,,,2200.0,,1430.7,-57.6,33.3,51
0.328,SIGUE_MURO,0,0,0,4.96,0.0,-23.79,,,2200.0,,1430.7,-57.1,33.4,51
0.36,SIGUE_MURO,0,0,0,4.96,0.0,-24.38,,,2200.0,,1451.3,-58.5,33.2,54
0.385,SIGUE_MURO,0,0,0,4.96,0.0,-27.24,,,2200.0,,1351.9,-65.4,31.8,47
0.411,SIGUE_MURO,0,0,0,4.96,0.0,-26.11,,,2200.0,,1407.9,-62.7,32.3,47
0.428,SIGUE_MURO,0,0,0,4.96,0.0,-25.49,,,2200.0,,1407.9,-61.2,32.6,47
0.461,SIGUE_MURO,0,0,0,4.96,0.0,-30.96,,,2200.0,,1617.6,-71.7,30.5,55
0.485,SIGUE_MURO,0,0,0,4.96,0.0,-30.0,,,2200.0,,1407.8,-72.0,30.4,44
0.503,SIGUE_MURO,0,0,0,4.96,0.0,-28.04,,,2200.0,,1407.8,-67.3,31.4,44
0.536,SIGUE_MURO,0,0,0,4.96,0.0,-29.87,,,2200.0,,1330.9,-71.7,30.5,55
0.561,SIGUE_MURO,0,0,0,4.96,0.0,-28.91,,,2200.0,,1395.3,-69.4,31.0,48
0.578,SIGUE_MURO,0,0,0,4.96,0.0,-28.38,,,2200.0,,1395.3,-68.1,31.2,48
0.611,SIGUE_MURO,0,0,0,4.96,0.0,-24.32,,,2200.0,,1385.7,-58.4,33.2,55
0.636,SIGUE_MURO,0,0,0,4.96,0.0,-24.92,,,2200.0,,1417.0,-59.8,32.9,48
0.661,SIGUE_MURO,0,0,0,4.96,0.0,-21.46,,,2200.0,,1524.3,-51.5,34.6,47
0.679,SIGUE_MURO,0,0,0,4.96,0.0,-19.56,,,2200.0,,1524.3,-46.9,35.5,47
0.711,SIGUE_MURO,0,0,0,4.96,0.0,-23.39,,,2200.0,,1395.5,-56.1,33.6,54
0.736,SIGUE_MURO,0,0,0,4.96,0.0,-22.03,,,2200.0,,1491.2,-52.9,34.3,48
0.754,SIGUE_MURO,0,0,0,4.96,0.0,-21.27,,,2200.0,,1491.2,-51.1,34.7,48
0.786,SIGUE_MURO,0,0,0,4.96,0.0,-1.91,,,2200.0,,2027.2,-40.5,36.8,51
0.811,SIGUE_MURO,0,0,0,4.96,0.0,-5.4,,,2200.0,,1603.3,-30.0,38.9,46
0.829,SIGUE_MURO,1,0,0,4.96,0.0,21.0,772.2,831.0,2200.0,1208.6,1603.3,-19.5,41.1,46
0.861,SIGUE_MURO,1,0,0,4.96,0.0,21.07,671.6,829.6,2200.0,1407.2,1376.4,-8.9,43.2,55
0.886,SIGUE_MURO,1,0,0,4.96,0.0,21.15,628.2,824.5,2200.0,1407.2,1393.4,1.6,44.7,48
0.904,SIGUE_MURO,1,0,0,4.96,0.0,21.22,604.3,821.7,2200.0,1407.2,1393.4,12.1,42.5,48
0.937,SIGUE_MURO,1,0,0,4.96,0.0,21.22,581.5,829.8,2200.0,,1393.2,22.7,40.4,51
0.962,SIGUE_MURO,1,0,0,4.96,0.0,21.22,597.4,833.7,2200.0,,1455.4,33.2,38.3,54
0.979,SIGUE_MURO,1,0,0,4.96,0.0,21.22,606.2,835.9,2200.0,,1455.4,43.7,36.1,54
1.014,SIGUE_MURO,1,0,0,4.96,0.0,21.3,560.7,812.3,2200.0,,1288.6,51.1,34.6,49
1.038,SIGUE_MURO,1,0,0,4.96,0.0,21.38,549.5,828.2,2200.0,,1383.3,51.3,34.6,55
1.063,SIGUE_MURO,1,0,0,4.96,0.0,21.45,531.6,835.0,2200.0,,1353.1,51.5,34.6,57
1.08,SIGUE_MURO,1,0,0,4.96,0.0,21.53,521.8,838.8,2200.0,,1353.1,51.7,34.5,57
1.113,SIGUE_MURO,1,0,0,4.96,0.0,21.53,554.0,836.2,2200.0,,1426.3,51.7,34.5,50
1.138,SIGUE_MURO,1,0,0,4.96,0.0,21.53,546.3,839.5,2200.0,,1380.5,51.7,34.5,50
1.156,SIGUE_MURO,1,0,0,4.96,0.0,21.53,542.0,841.4,2200.0,,1380.5,51.7,34.5,50
1.188,SIGUE_MURO,1,0,0,4.96,0.0,21.6,540.3,839.2,2200.0,,1374.8,51.8,34.5,49
1.213,SIGUE_MURO,1,0,0,4.96,0.0,21.6,529.1,813.5,2200.0,,1297.5,51.8,34.5,52
1.231,SIGUE_MURO,1,0,0,4.96,0.0,21.6,523.0,799.3,2200.0,,1297.5,51.8,34.5,52
1.263,SIGUE_MURO,1,0,0,4.96,0.0,21.6,538.4,814.0,2200.0,927.9,1389.2,51.8,34.5,53
1.289,SIGUE_MURO,1,0,0,4.96,0.0,21.6,557.2,828.9,2200.0,,1427.1,51.8,34.5,46
1.306,SIGUE_MURO,1,0,0,4.96,0.0,21.6,567.5,837.0,2200.0,,1427.1,51.8,34.5,46
1.338,SIGUE_MURO,1,0,0,4.96,0.0,21.68,555.8,840.0,2200.0,,1385.1,52.0,34.5,52
1.363,SIGUE_MURO,1,0,0,4.96,0.0,21.68,753.3,839.6,2200.0,,1833.9,52.0,34.5,48
1.39,SIGUE_MURO,1,0,0,4.96,0.0,21.68,656.5,826.7,2200.0,927.9,1349.1,52.0,34.5,46
1.406,SIGUE_MURO,1,0,0,4.96,0.0,21.68,603.2,819.7,2200.0,927.9,1349.1,52.0,34.5,46
1.439,SIGUE_MURO,1,0,0,4.96,0.0,4.03,392.2,829.4,2200.0,,975.6,41.5,36.6,50
1.464,SIGUE_MURO,1,0,0,4.96,0.0,-3.61,344.0,842.3,2200.0,1407.2,1143.0,31.0,38.7,48
1.481,SIGUE_MURO,1,0,0,4.96,0.0,-7.78,317.4,849.4,2200.0,1407.2,1143.0,20.4,40.9,48
1.514,SIGUE_MURO,1,0,0,4.96,0.0,3.71,389.3,844.6,2200.0,1407.2,1315.9,9.9,43.0,56
1.539,SIGUE_MURO,1,0,0,0.0,0.0,20.89,465.7,843.3,2200.0,,1400.8,20.4,40.9,50
1.556,SIGUE_MURO,1,0,0,0.0,0.0,26.79,507.7,842.6,2200.0,,1400.8,31.0,38.7,50
1.589,SIGUE_MURO,1,0,0,0.0,0.0,26.79,542.9,813.9,2200.0,,1364.8,41.5,36.6,50
1.614,SIGUE_MURO,1,0,0,0.0,0.0,26.84,557.3,823.0,2200.0,,1408.9,52.0,34.5,50
1.632,SIGUE_MURO,1,0,0,0.0,0.0,26.89,565.2,828.0,2200.0,,1408.9,62.6,32.3,50
1.664,SIGUE_MURO,1,0,0,0.0,0.0,26.89,527.4,811.9,2200.0,,1273.4,64.5,31.9,52
1.691,SIGUE_MURO,1,0,0,0.02,0.0,26.87,524.2,829.2,2200.0,,1370.5,64.5,31.9,59
1.707,SIGUE_MURO,1,0,0,0.02,0.0,26.87,522.4,838.7,2200.0,,1370.5,64.5,31.9,59
1.74,SIGUE_MURO,1,0,0,0.09,0.0,26.87,535.9,832.2,2200.0,,1376.6,64.5,31.9,61
1.764,SIGUE_MURO,1,0,0,0.09,0.0,26.94,539.1,832.5,2200.0,,1376.0,64.7,31.9,54
1.79,SIGUE_MURO,1,0,0,-0.14,0.0,27.22,552.6,845.9,2200.0,,1431.4,65.3,31.8,67
1.807,SIGUE_MURO,1,0,0,-0.14,0.0,27.27,560.0,853.3,2200.0,,1431.4,65.4,31.7,67
1.839,SIGUE_MURO,1,0,0,-0.14,0.0,27.31,566.9,856.0,2200.0,,1434.6,65.5,31.7,68
1.864,SIGUE_MURO,1,0,0,-0.75,0.0,27.92,572.2,861.1,2200.0,1332.3,1446.1,67.0,31.4,68
1.883,SIGUE_MURO,1,0,0,-0.75,0.0,27.92,575.1,864.0,2200.0,1332.3,1446.1,67.0,31.4,68
1.915,SIGUE_MURO,1,0,0,-2.96,0.0,30.07,590.9,869.1,2200.0,1327.0,1485.7,72.2,30.4,77
1.94,SIGUE_MURO,1,0,0,-2.96,0.0,30.03,583.1,875.2,2200.0,,1456.1,72.1,30.4,70
1.958,SIGUE_MURO,1,0,0,-4.57,0.0,31.58,578.8,878.5,2200.0,,1456.1,75.8,29.6,70
1.99,SIGUE_MURO,1,0,0,-4.57,0.0,31.51,589.9,890.4,2200.0,1177.0,1508.5,75.6,29.7,75
2.015,SIGUE_MURO,1,0,0,-6.02,0.0,32.88,597.2,892.9,2200.0,1156.9,1502.1,78.9,29.0,76
2.033,SIGUE_MURO,1,0,0,-6.02,0.0,32.81,601.2,894.3,2200.0,1156.9,1502.1,78.7,29.1,76
