t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.011,RECUPERANDO,0,0,0,-52.61,0.0,0.0,,,171.8,,,-0.0,-38.0,199
0.036,RECUPERANDO,0,0,0,-52.61,0.0,0.0,,,171.8,,,0.0,-38.0,199
0.061,RECUPERANDO,0,0,0,-52.61,0.0,0.0,,,171.8,,,-0.0,-38.0,199
0.087,RECUPERANDO,0,0,0,-52.61,0.0,0.0,,,171.8,,,0.0,-38.0,199
0.112,RECUPERANDO,0,0,0,-52.61,0.0,0.0,,,172.0,,,-0.0,-38.0,197
0.137,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.2,274.3,,0.0,-38.0,197
0.162,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.2,274.3,,-0.0,-38.0,197
0.187,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.3,274.3,,0.0,-38.0,197
0.212,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.3,274.3,,-0.0,-38.0,197
0.237,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.3,274.3,,0.0,-38.0,197
0.262,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.3,274.3,,-0.0,-38.0,197
0.287,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.1,,172.3,274.3,,0.0,-38.0,197
0.313,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.6,,172.3,292.4,,-0.0,-38.0,198
0.337,RECUPERANDO,1,0,0,-52.61,0.0,0.0,109.4,,172.3,292.4,,0.0,-38.0,198
0.362,RECUPERANDO,1,0,0,-52.61,0.0,0.0,109.9,,172.3,292.4,,-0.0,-38.0,198
0.387,RECUPERANDO,1,0,0,-52.61,0.0,0.0,110.1,,172.3,292.4,,0.0,-38.0,198
0.412,RECUPERANDO,1,0,0,-52.61,0.0,0.0,110.2,,172.3,292.4,,-0.0,-38.0,198
0.438,RECUPERANDO,1,0,0,-52.61,0.0,0.0,110.3,,172.3,292.4,,0.0,-38.0,198
0.462,RECUPERANDO,1,0,0,-52.61,0.0,0.0,110.3,,172.3,292.4,,-0.0,-38.0,198
0.488,RECUPERANDO,1,0,0,-52.61,0.0,0.0,110.4,,172.3,292.4,,0.0,-38.0,198
0.513,RECUPERANDO,1,0,0,-52.61,0.0,0.0,109.3,,172.3,275.6,,-0.0,-38.0,200
0.538,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.8,,172.3,275.6,,0.0,-38.0,200
0.563,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.5,,172.3,275.6,,-0.0,-38.0,200
0.588,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.3,,172.3,275.6,,0.0,-38.0,200
0.613,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.2,,172.3,275.6,,-0.0,-38.0,200
0.638,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.1,,172.3,275.6,,0.0,-38.0,200
0.663,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.1,,172.3,275.6,,-0.0,-38.0,200
0.688,RECUPERANDO,1,0,0,-52.61,0.0,0.0,108.1,,172.3,275.6,,0.0,-38.0,200
0.713,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.4,,172.3,274.3,,-0.0,-38.0,198
0.738,RECUPERANDO,1,0,0,-52.61,0.0,0.0,107.0,,172.3,274.3,,0.0,-38.0,198
0.764,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.7,,172.3,274.3,,-0.0,-38.0,198
0.788,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.6,,172.3,274.3,,0.0,-38.0,198
0.814,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.6,,172.3,274.3,,-0.0,-38.0,198
0.839,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.5,,172.3,274.3,,0.0,-38.0,198
0.864,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.5,,172.3,274.3,,-0.0,-38.0,198
0.889,RECUPERANDO,1,0,0,-52.61,0.0,0.0,106.5,,172.3,274.3,,0.0,-38.0,198
0.914,SIGUE_MURO,1,0,0,-52.61,0.0,47.49,107.0,,172.1,282.4,,10.5,30.5,198
0.939,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.3,,172.0,282.4,,-10.5,-38.0,198
0.964,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.5,,171.9,282.4,,10.5,-38.0,198
0.989,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.6,,171.9,282.4,,-10.5,-38.0,198
1.014,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.6,,171.8,282.4,,10.5,-38.0,198
1.039,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.7,,171.8,282.4,,-10.5,-38.0,198
1.064,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.7,,171.8,282.4,,10.5,-38.0,198
1.09,RECUPERANDO,1,0,0,-52.61,0.0,47.49,107.7,,171.8,282.4,,-10.5,-38.0,198
1.114,RECUPERANDO,1,0,0,-52.61,0.0,47.49,315.8,,165.4,,,10.5,-38.0,197
1.139,RECUPERANDO,1,0,0,-52.61,0.0,47.49,430.2,,161.9,,,-10.5,-38.0,197
1.164,RECUPERANDO,1,0,0,-52.61,0.0,47.49,493.1,,159.9,,,10.5,-38.0,197
1.189,RECUPERANDO,1,0,0,-52.61,0.0,47.49,527.7,,158.8,,,-10.5,-38.0,197
1.214,RECUPERANDO,1,0,0,-52.61,0.0,47.49,546.8,,158.3,,,10.5,-38.0,197
1.239,RECUPERANDO,1,0,0,-52.61,0.0,47.49,557.3,,157.9,,,-10.5,-38.0,197
1.264,RECUPERANDO,1,0,0,-52.61,0.0,47.49,563.0,,157.7,,,10.5,-38.0,197
1.289,RECUPERANDO,1,0,0,-52.61,0.0,47.49,566.2,,157.7,,,-10.5,-38.0,197
1.315,RECUPERANDO,1,0,0,-52.61,0.0,47.49,360.8,,164.2,292.4,,10.5,-38.0,195
1.34,RECUPERANDO,1,0,0,-52.61,0.0,47.49,247.8,,167.9,292.4,,-10.5,-38.0,195
1.365,RECUPERANDO,1,0,0,-52.61,0.0,47.49,185.7,,169.9,292.4,,10.5,-38.0,195
1.39,RECUPERANDO,1,0,0,-52.61,0.0,47.49,151.5,,171.0,292.4,,-10.5,-38.0,195
1.416,RECUPERANDO,1,0,0,-52.61,0.0,47.49,132.7,,171.6,292.4,,10.5,-38.0,195
1.44,RECUPERANDO,1,0,0,-52.61,0.0,47.49,122.4,,171.9,292.4,,-10.5,-38.0,195
1.465,RECUPERANDO,1,0,0,-52.61,0.0,47.49,116.7,,172.1,292.4,,10.5,-38.0,195
1.49,RECUPERANDO,1,0,0,0.0,0.0,47.49,113.6,,172.2,292.4,,-10.5,-38.0,195
1.516,RECUPERANDO,1,0,0,0.0,0.0,47.49,111.3,,172.0,274.3,,10.5,-38.0,199
1.54,RECUPERANDO,1,0,0,0.0,0.0,47.49,110.0,,171.9,274.3,,-10.5,-38.0,199
1.565,RECUPERANDO,1,0,0,0.0,0.0,47.49,109.3,,171.9,274.3,,10.5,-38.0,199
1.59,RECUPERANDO,1,0,0,0.0,0.0,47.49,108.9,,171.9,274.3,,-10.5,-38.0,199
1.615,RECUPERANDO,1,0,0,0.0,0.0,47.49,108.7,,171.8,274.3,,10.5,-38.0,199
1.641,RECUPERANDO,1,0,0,-0.02,0.0,47.49,108.6,,171.8,274.3,,-10.5,-38.0,199
1.665,RECUPERANDO,1,0,0,-0.02,0.0,47.49,108.5,,171.8,274.3,,10.5,-38.0,199
1.69,RECUPERANDO,1,0,0,-0.02,0.0,47.49,108.5,,171.8,274.3,,-10.5,-38.0,199
1.715,RECUPERANDO,1,0,0,-0.03,0.0,47.49,107.6,,174.0,274.3,,10.5,-38.0,199
1.742,RECUPERANDO,1,0,0,-0.03,0.0,47.49,107.1,,175.2,274.3,,-10.5,-38.0,199
1.766,RECUPERANDO,1,0,0,-0.1,0.0,47.49,106.8,,175.9,274.3,,10.5,-38.0,199
1.791,RECUPERANDO,1,0,0,-0.1,0.0,47.49,106.7,,176.3,274.3,,-10.5,-38.0,199
