t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.019,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,10.5,42.9,51
0.046,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.07,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.095,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.12,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.145,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.17,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.195,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.22,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.245,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.271,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.295,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.321,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.345,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.37,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.395,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.42,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.445,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,50
0.47,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.496,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.52,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.546,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.571,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.596,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.621,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.646,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.671,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.696,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.721,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.747,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.774,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.798,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.823,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.847,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.872,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.897,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
0.922,SIGUE_MURO,0,0,0,-367.3,0.0,7.3,,,2200.0,,,17.5,41.5,51
