t,state,dir,corners,laps,yaw,target_yaw,head_err,d_inner,d_outer,front,inner_end,corridor,steer,speed,n_pts
0.027,SIGUE_MURO,0,0,0,-72.11,0.0,72.11,,,2200.0,,,21.1,40.7,128
0.052,SIGUE_MURO,0,0,0,-72.11,0.0,72.11,,,2200.0,,,31.6,38.6,128
0.078,SIGUE_MURO,0,0,0,-72.11,0.0,72.11,,,2200.0,,,42.1,36.5,128
0.102,SIGUE_MURO,0,0,0,-72.11,0.0,72.11,,,2200.0,,,52.6,34.3,128
0.127,SIGUE_MURO,1,0,0,-72.11,0.0,83.05,408.8,,2200.0,767.6,,63.2,32.2,128
0.152,SIGUE_MURO,1,0,0,-72.11,0.0,82.99,409.0,,2200.0,767.6,,73.7,30.1,129
0.177,SIGUE_MURO,1,0,0,-72.11,0.0,82.93,409.0,,2200.0,767.6,,84.2,27.9,129
0.202,SIGUE_MURO,1,0,0,-72.11,0.0,82.86,409.0,,2200.0,767.6,,94.7,25.8,129
0.227,SIGUE_MURO,1,0,0,-72.11,0.0,82.78,409.1,,2200.0,767.6,,100.0,24.8,129
0.253,SIGUE_MURO,1,0,0,-72.11,0.0,82.71,409.1,,2200.0,767.6,,100.0,24.8,129
0.277,SIGUE_MURO,1,0,0,-72.11,0.0,82.64,409.1,,2200.0,767.6,,100.0,24.8,129
0.304,SIGUE_MURO,1,0,0,-72.11,0.0,82.56,409.1,,2200.0,767.6,,100.0,24.8,129
0.328,SIGUE_MURO,1,0,0,-72.11,0.0,82.53,409.4,,2200.0,767.6,,100.0,24.8,127
0.353,SIGUE_MURO,1,0,0,-72.11,0.0,82.48,409.5,,2200.0,767.6,,100.0,24.8,127
0.378,SIGUE_MURO,1,0,0,-72.11,0.0,82.42,409.6,,2200.0,767.6,,100.0,24.8,127
0.403,SIGUE_MURO,1,0,0,-72.11,0.0,82.35,409.6,,2200.0,767.6,,100.0,24.8,127
0.428,SIGUE_MURO,1,0,0,-72.11,0.0,82.28,409.7,,2200.0,767.6,,100.0,24.8,127
0.453,SIGUE_MURO,1,0,0,-72.11,0.0,82.21,409.7,,2200.0,767.6,,100.0,24.8,127
0.478,SIGUE_MURO,1,0,0,-72.11,0.0,82.13,409.7,,2200.0,767.6,,100.0,24.8,127
0.503,SIGUE_MURO,1,0,0,-72.11,0.0,81.94,409.0,,2200.0,747.6,,100.0,24.8,128
0.528,SIGUE_MURO,1,0,0,-72.11,0.0,81.8,408.6,,2200.0,747.6,,100.0,24.8,128
0.553,SIGUE_MURO,1,0,0,-72.11,0.0,81.69,408.3,,2200.0,747.6,,100.0,24.8,128
0.579,SIGUE_MURO,1,0,0,-72.11,0.0,81.6,408.2,,2200.0,747.6,,100.0,24.8,128
0.605,SIGUE_MURO,1,0,0,-72.11,0.0,81.51,408.2,,2200.0,747.6,,100.0,24.8,128
0.63,SIGUE_MURO,1,0,0,-72.11,0.0,81.43,408.1,,2200.0,747.6,,100.0,24.8,128
0.655,SIGUE_MURO,1,0,0,-72.11,0.0,81.35,408.1,,2200.0,747.6,,100.0,24.8,128
0.679,SIGUE_MURO,1,0,0,-72.11,0.0,81.27,408.1,,2200.0,747.6,,100.0,24.8,128
0.704,SIGUE_MURO,1,0,0,-72.11,0.0,81.25,408.4,,2200.0,767.6,,100.0,24.8,128
0.729,SIGUE_MURO,1,0,0,-72.11,0.0,81.21,408.6,,2200.0,767.6,,100.0,24.8,128
0.754,SIGUE_MURO,1,0,0,-72.11,0.0,81.15,408.7,,2200.0,767.6,,100.0,24.8,128
0.779,SIGUE_MURO,1,0,0,-72.11,0.0,81.08,408.8,,2200.0,767.6,,100.0,24.8,128
0.804,SIGUE_MURO,1,0,0,-72.11,0.0,81.01,408.8,,2200.0,767.6,,100.0,24.8,128
0.829,SIGUE_MURO,1,0,0,-72.11,0.0,80.94,408.8,,2200.0,767.6,,100.0,24.8,128
0.855,SIGUE_MURO,1,0,0,-72.11,0.0,80.87,408.8,,2200.0,767.6,,100.0,24.8,128
0.879,SIGUE_MURO,1,0,0,-72.11,0.0,80.85,409.2,,2200.0,767.6,,100.0,24.8,130
0.904,SIGUE_MURO,1,0,0,-72.11,0.0,80.81,409.4,,2200.0,767.6,,100.0,24.8,130
0.929,SIGUE_MURO,1,0,0,-72.11,0.0,80.75,409.5,,2200.0,767.6,,100.0,24.8,130
0.954,SIGUE_MURO,1,0,0,-72.11,0.0,80.69,409.6,,2200.0,767.6,,100.0,24.8,130
0.98,SIGUE_MURO,1,0,0,-72.11,0.0,80.62,409.6,,2200.0,767.6,,100.0,24.8,130
1.004,SIGUE_MURO,1,0,0,-72.11,0.0,80.55,409.6,,2200.0,767.6,,100.0,24.8,130
1.029,SIGUE_MURO,1,0,0,-72.11,0.0,80.47,409.7,,2200.0,767.6,,100.0,24.8,130
1.055,SIGUE_MURO,1,0,0,-72.11,0.0,80.4,409.7,,2200.0,767.6,,100.0,24.8,128
1.081,SIGUE_MURO,1,0,0,-72.11,0.0,80.32,409.7,,2200.0,767.6,,100.0,24.8,128
1.105,SIGUE_MURO,1,0,0,-72.11,0.0,80.25,409.7,,2200.0,767.6,,100.0,24.8,128
1.13,SIGUE_MURO,1,0,0,-72.11,0.0,80.17,409.7,,2200.0,767.6,,100.0,24.8,128
1.155,SIGUE_MURO,1,0,0,-72.11,0.0,80.1,409.7,,2200.0,767.6,,100.0,24.8,128
1.18,SIGUE_MURO,1,0,0,-72.11,0.0,80.02,409.7,,2200.0,767.6,,100.0,24.8,128
1.205,SIGUE_MURO,1,0,0,-72.11,0.0,79.95,409.7,,2200.0,767.6,,100.0,24.8,128
1.23,SIGUE_MURO,1,0,0,-72.11,0.0,79.88,409.7,,2200.0,767.6,,100.0,24.8,128
1.255,SIGUE_MURO,1,0,0,-72.11,0.0,79.8,409.7,,2200.0,767.6,,100.0,24.8,128
1.28,SIGUE_MURO,1,0,0,-72.11,0.0,79.73,409.7,,2200.0,767.6,,100.0,24.8,128
1.306,SIGUE_MURO,1,0,0,-72.11,0.0,79.65,409.7,,2200.0,767.6,,100.0,24.8,128
1.33,SIGUE_MURO,1,0,0,-72.11,0.0,79.58,409.7,,2200.0,767.6,,100.0,24.8,128
1.355,SIGUE_MURO,1,0,0,-72.11,0.0,79.5,409.7,,2200.0,767.6,,100.0,24.8,128
1.38,SIGUE_MURO,1,0,0,-72.11,0.0,79.43,409.7,,2200.0,767.6,,100.0,24.8,128
1.407,SIGUE_MURO,1,0,0,-72.11,0.0,79.29,409.3,,2200.0,767.6,,100.0,24.8,126
1.431,SIGUE_MURO,1,0,0,-72.11,0.0,79.18,409.1,,2200.0,767.6,,100.0,24.8,126
1.456,SIGUE_MURO,1,0,0,-72.11,0.0,79.09,409.0,,2200.0,767.6,,100.0,24.8,126
